"","reportdate","title"
"827","2021-01-27","上海2021年1月26日，新增本地新冠肺炎确诊病例1例 新增境外输入5例  治愈出院14例"
"828","2021-01-26","【辟谣】网传“上海27日起对入沪车辆逢车必检”系去年旧闻！"
"829","2021-01-26","个人防护怎样做到“四多四少”？上海地铁如何加强防控？今天的新闻发布会回应您的关切！"
"830","2021-01-26","沪通报昨天2例本地确诊病例详情，相关人员排查最新结果公布！"
"831","2021-01-26","1月25日上海通报新冠肺炎防控情况"
"832","2021-01-26","上海公布2021年1月25日（0-24时） 本地病例涉及区域和场所情况"
"833","2021-01-26","上海2021年1月25日，新增本地新冠肺炎确诊病例2例 新增境外输入8例  治愈出院1例"
"834","2021-01-25","核酸检测增能、医院日常诊疗不受影响......今天的发布会关注这些热点"
"835","2021-01-25","权威发布！沪16区156家核酸检测服务机构信息在此"
"836","2021-01-25","沪通报昨天1例本地确诊病例详细情况，相关人员排查结果公布"
"837","2021-01-25","【提示】一图读懂：上海市农贸（集贸）市场疫情防控技术指南"
"838","2021-01-25","上海公布2021年1月24日（0-24时） 本地病例涉及区域和场所情况"
"839","2021-01-25","上海2021年1月24日，新增本地新冠肺炎确诊病例1例 新增境外输入2例  治愈出院9例"
"840","2021-01-25","1月24日上海通报新冠肺炎防控情况"
"841","2021-01-24","市民如何配合流调？进口冷链食品怎样检测？今天的新闻发布会告诉你答案"
"842","2021-01-24","沪公布昨天3例本地确诊病例情况，黄浦区贵西小区列为中风险地区！"
"843","2021-01-24","【辟谣】关于新冠肺炎疫情，这8条网上传言都是假的！"
"844","2021-01-24","上海公布2021年1月23日（0-24时） 本土病例涉及区域和场所情况"
"845","2021-01-24","上海2021年1月23日，新增本地新冠肺炎确诊病例3例 新增境外输入3例  治愈出院5例"
"846","2021-01-24","1月23日上海通报新冠肺炎防控情况"
"847","2021-01-23","网传随申码变红区域图片不实、公交地铁加强疫情防控……今天的发布会聚焦这些热点议题"
"848","2021-01-23","辟谣！这些网上的不实传言，市卫健委今天予以澄清"
"849","2021-01-23","沪公布昨天3例本地确诊病例情况，宝山区临江新村（一、二村）小区列为中风险地区"
"850","2021-01-23","【提示】个人防护要做好，来看权威攻略→"
"851","2021-01-23","1月22日上海通报新冠肺炎防控情况"
"852","2021-01-23","上海公布2021年1月22日（0-24时） 本土病例涉及区域和场所情况"
"853","2021-01-23","上海2021年1月22日，新增本地新冠肺炎确诊病例3例 新增境外输入8例  治愈出院1例"
"854","2021-01-22","确诊病例流调情况、社区防控具体举措……今天的新闻发布会直面热点！"
"855","2021-01-22","【提示】市健促中心：“你快速我快速”，共同做好疫情防控！"
"856","2021-01-22","沪公布昨天确诊病例相关情况，中福世福汇大酒店列为中风险地区"
"857","2021-01-22","【提示】去医院看病，这些注意事项请收好→"
"858","2021-01-22","宝山区卫健委发布情况通报"
"859","2021-01-22","【最新】昨天确诊病例的相关筛查人员15073人，核酸检测结果均为阴性"
"860","2021-01-22","上海公布2021年1月21日（0-24时）本地病例涉及区域和场所情况"
"861","2021-01-22","上海2021年1月21日新增本地新冠肺炎确诊病例6例，新增境外输入3例，治愈出院4例"
"862","2021-01-21","抓紧抓实抓细疫情防控，以最快速度阻断传播！今天的市疫情防控工作领导小组会议部署当前重点工作"
"863","2021-01-21","中风险地区封闭管理、预防性主动筛查…今天的发布会回应你关心的这些问题！"
"864","2021-01-21","上海报告3例本土确诊病例，昭通路居民区（福州路以南）列为中风险地区"
"865","2021-01-21","视频｜疫情防控不放松！上海发布首套沪语版防护海报"
"866","2021-01-21","上海交通大学医学院附属仁济医院情况通报"
"867","2021-01-21","上海2021年1月20日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院1例"
"868","2021-01-20","复旦大学附属肿瘤医院情况通报"
"869","2021-01-20","上海2021年1月19日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例"
"870","2021-01-19","上海2021年1月18日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院4例"
"871","2021-01-18","上海2021年1月17日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院6例"
"872","2021-01-17","上海2021年1月16日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例"
"873","2021-01-16","李克强主持召开国务院常务会 部署"
"874","2021-01-16","上海2021年1月15日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院2例"
"875","2021-01-15","上海2021年1月14日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例"
"876","2021-01-14","疫苗接种，重要的事儿说三遍还不够！"
"877","2021-01-14","上海2021年1月13日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院4例"
"878","2021-01-13","权威发布！本市公布冬春季来沪返沪人员8条防控措施"
"879","2021-01-13","上海2021年1月12日,无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院6例"
"880","2021-01-13","全市重点人群已接种新冠疫苗累计60.2万人！"
"881","2021-01-12","商场、超市、菜场、餐厅、展会的防疫工作怎样做？上海公布4份技术指南！"
"882","2021-01-12","李克强主持召开国务院常务会议 部署进一步做好保障能源安全稳定供应确保群众温暖过冬有关工作等"
"883","2021-01-12","上海2021年1月11日,无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院14例"
"884","2021-01-11","上海2021年1月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例"
"885","2021-01-10","上海2021年1月9日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例"
"886","2021-01-09","上海逾42万人已接种新冠疫苗，医务人员集中接种"
"887","2021-01-09","注意！近期防疫健康提示来了，请收好这7张海报"
"888","2021-01-09","新冠疫苗有没有必要接种？怎么接种……30个热点问答来了！"
"889","2021-01-09","上海2021年1月8日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院4例"
"890","2021-01-08","上海2021年1月7日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院3例"
"891","2021-01-07","上海卫生健康系统举办致敬劳模主题活动"
"892","2021-01-07","本市进一步加强对国内疫情中高风险地区来沪返沪人员健康管理"
"893","2021-01-07","上海2021年1月6日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院2例"
"894","2021-01-06","【最新】沪公布本市新冠疫苗紧急接种情况及相关热点问答"
"895","2021-01-06","权威发布！本市明天启动因私出国工作、学习人员预约接种新冠疫苗"
"896","2021-01-06","快讯！上海将向800多万户常住居民家庭发放新年“健康礼包”"
"897","2021-01-06","上海2021年1月5日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例"
"898","2021-01-05","上海2021年1月4日，无新增本地新冠肺炎确诊病例 新增境外输入6例  无治愈出院病例"
"899","2021-01-04","上海2021年1月3日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"900","2021-01-03","上海2021年1月2日，无新增本地新冠肺炎确诊病例 新增境外输入6例   治愈出院4例"
"901","2021-01-02","上海2021年1月1日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例"
"902","2021-01-01","上海12月31日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例"
"903","2020-12-31","市疫情防控工作领导小组昨天研究部署元旦春节期间防控重点工作，要求做到这三个“确保”！"
"904","2020-12-31","保障医疗卫生人员权益，本市新规明年3月1日起正式实施！"
"905","2020-12-31","上海12月30日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院5例"
"906","2020-12-30","上海12月29日无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院11例"
"907","2020-12-29","上海12月28日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"908","2020-12-28","上海12月27日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院7例"
"909","2020-12-27","上海12月26日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院7例"
"910","2020-12-26","上海12月25日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"911","2020-12-25","李克强主持召开国务院“十四五”规划《纲要草案》编制工作领导小组会议"
"912","2020-12-25","元旦、春节“双节”将至，疫情防控请务必做好这三件事！"
"913","2020-12-25","上海12月24日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"914","2020-12-24","上海12月23日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例"
"915","2020-12-23","李克强主持召开国务院常务会议 决定延续普惠小微企业贷款延期还本付息政策和信用贷款支持计划 通过《防范和处置非法集资条例（草案）》和《医疗器械监督管理条例（修订草案）》"
"916","2020-12-23","上海12月22日无新增本地新冠肺炎确诊病例 新增境外输入12例  治愈出院6例"
"917","2020-12-22","上海12月21日无新增本地新冠肺炎确诊病例 新增境外输入6例   治愈出院1例"
"918","2020-12-21","上海12月20日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例"
"919","2020-12-20","上海12月19日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院10例"
"920","2020-12-19","上海12月18日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院4例"
"921","2020-12-18","上海12月17日无新增本地新冠肺炎确诊病例 新增境外输入4例  出院3例"
"922","2020-12-17","上海12月16日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例"
"923","2020-12-16","上海市疾控中心新建工程开工建设 李强出席并宣布项目开工"
"924","2020-12-16","上海12月15日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例"
"925","2020-12-15","上海12月14日无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院6例"
"926","2020-12-14","上海12月13日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院4例"
"927","2020-12-13","上海12月12日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院3例"
"928","2020-12-12","上海12月11日0—24时，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院4例"
"929","2020-12-11","上海12月10日无新增本地新冠肺炎确诊病例 新增境外输入5例"
"930","2020-12-10","上海12月9日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院2例"
"931","2020-12-09","上海12月8日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院1例"
"932","2020-12-08","上海12月7日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"933","2020-12-07","中风险地区清零、确诊病例溯源、机场货运防控……今天的发布会直击热点！"
"934","2020-12-07","权威发布！明天零点起，上海中风险地区清零"
"935","2020-12-07","快讯！本市近期6例确诊病例溯源结果公布"
"936","2020-12-07","上海12月6日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院3例"
"937","2020-12-06","浦东新区祝桥镇新生小区和张江镇顺和路126弄小区明天零时起调整为低风险地区"
"938","2020-12-06","上海12月5日无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院3例"
"939","2020-12-05","上海12月4日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例"
"940","2020-12-04","权威发布！浦东新区周浦镇明天华城小区12月5日零时起调整为低风险地区"
"941","2020-12-04","上海12月3日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院5例"
"942","2020-12-03","这里是已持续奋战300多天的上海抗疫救治工作主战场！李强今天赴市公卫中心慰问医务人员并调研"
"943","2020-12-03","上海12月2日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院1例"
"944","2020-12-02","上海12月1日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例"
"945","2020-12-01","2020年上海市艾滋病疫情通报和工作进展 暨“世界艾滋病日”主题宣传活动"
"946","2020-12-01","上海11月30日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例"
"947","2020-11-30","上海11月29日无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院6例"
"948","2020-11-29","上海11月28日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院9例"
"949","2020-11-28","上海11月27日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院4例"
"950","2020-11-27","上海11月26日无新增本地新冠肺炎确诊病例 新增境外输入3例"
"951","2020-11-26","上海11月25日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院4例"
"952","2020-11-25","23日晚确诊的本地病例排查情况公布：2286名相关筛查人员核酸检测结果均为阴性"
"953","2020-11-25","上海11月24日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院7例"
"954","2020-11-24","市卫生健康委党组举行理论学习中心组联组学习暨“四史”学习教育专题研讨会"
"955","2020-11-24","上海11月23日新增1例本地新冠肺炎确诊病例 新增境外输入3例  治愈出院6例"
"956","2020-11-23","【快讯】浦东新区祝桥镇营前村调整为低风险地区，祝桥镇航城七路450弄小区列为中风险地区"
"957","2020-11-23","本市对浦东机场17719名相关人员排查检测，发现1例新冠肺炎确诊病例"
"958","2020-11-23","浦东机场货运区如何加强防疫？新增病例病情如何？今天的发布会直击热点"
"959","2020-11-23","上海11月22日新增2例本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例"
"960","2020-11-23","浦东国际机场组织所有相关工作人员连夜进行核酸检测"
"961","2020-11-22","@上海市民：防护要领敲黑板，关键动作划重点！"
"962","2020-11-22","【提示】浦东张江镇顺和路126弄小区被列为中风险地区"
"963","2020-11-22","本市新增2例本地新冠肺炎确诊病例，均系此前确诊病例的密接者"
"964","2020-11-22","上海11月21日新增1例本地新冠肺炎确诊病例 新增境外输入3例  治愈出院2例"
"965","2020-11-21","本市公布15416名相关人员筛查情况，新增1例本地新冠肺炎确诊病例"
"966","2020-11-21","【快讯】浦东祝桥镇新生小区列为中风险地区，本市其他区域风险等级不变"
"967","2020-11-21","切实做到四“早”，坚决阻断疫情传播！今天的市疫情防控工作领导小组专题会议提出这些要求"
"968","2020-11-21","新增本地病例与之前病例是否有关、市民如何防护……今天的发布会回应热点问题！"
"969","2020-11-21","上海新增2例本地新冠肺炎确诊病例，正全面开展流行病学调查"
"970","2020-11-21","上海11月20日新增2例本地新冠肺炎确诊病例 新增境外输入9例  治愈出院8例"
"971","2020-11-20","上海11月19日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例"
"972","2020-11-19","上海11月18日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院8例"
"973","2020-11-18","上海11月17日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院9例"
"974","2020-11-17","上海11月16日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院15例"
"975","2020-11-16","正式签署！全球最大自贸协定达成"
"976","2020-11-16","为区域和全球经济增长注入强劲动力——解读区域全面经济伙伴关系协定签署"
"977","2020-11-16","上海11月15日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院9例"
"978","2020-11-15","上海11月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院7例"
"979","2020-11-14","上海11月13日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"980","2020-11-13","上海11月12日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院7例"
"981","2020-11-12","上海11月11日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例"
"982","2020-11-11","上海11月10日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"983","2020-11-10","快讯！昨日确诊病例的8717名相关人员核酸检测结果均为阴性"
"984","2020-11-10","上海11月9日新增1例本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例"
"985","2020-11-09","科学应对、精准施策，始终绷紧疫情防控这根弦！市疫情防控工作领导小组今天举行专题会议"
"986","2020-11-09","强化医疗救治能力、严格落实防控措施……今天的新闻发布会回答了你关心的这些问题"
"987","2020-11-09","本市报告一例新冠肺炎确诊病例，浦东祝桥镇营前村列为中风险地区，上海其他区域风险等级不变"
"988","2020-11-09","上海11月8日无新增本地新冠肺炎确诊病例 新增境外输入13例  治愈出院7例"
"989","2020-11-08","上海11月7日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院14例"
"990","2020-11-07","上海11月6日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院6例"
"991","2020-11-06","上海11月5日无新增本地新冠肺炎确诊病例 新增境外输入15例  治愈出院5例"
"992","2020-11-05","上海11月4日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院10例"
"993","2020-11-04","上海11月3日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"994","2020-11-03","坚持“三件套”，牢记“五还要”！迎进博疫情防控不松懈"
"995","2020-11-03","上海11月2日无新增本地新冠肺炎确诊病例 新增境外输入9例  出院11例"
"996","2020-11-02","上海11月1日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院11例"
"997","2020-11-01","上海10月31日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例"
"998","2020-10-31","上海10月30日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院8例"
"999","2020-10-30","上海10月29日无新增本地新冠肺炎确诊病例 新增境外输入13例  治愈出院10例"
"1000","2020-10-29","上海10月28日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院1例"
"1001","2020-10-28","上海10月27日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院2例"
"1002","2020-10-27","上海10月26日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院1例"
"1003","2020-10-26","快讯！本市进一步加强对国内疫情中高风险地区来沪返沪人员健康管理"
"1004","2020-10-26","上海10月25日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院11例"
"1005","2020-10-25","上海10月24日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"1006","2020-10-24","上海10月23日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院3例"
"1007","2020-10-23","上海10月22日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院2例"
"1008","2020-10-22","上海10月21日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例"
"1009","2020-10-21","上海10月20日无新增本地新冠肺炎确诊病例 新增境外输入2例  出院8例"
"1010","2020-10-20","沪公布新冠肺炎防控十类场景个人防护须知"
"1011","2020-10-20","上海10月19日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院2例"
"1012","2020-10-19","上海10月18日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例"
"1013","2020-10-19","毫不放松抓好秋冬季常态化疫情防控！今天市疫情防控工作领导小组会议提了这些要求"
"1014","2020-10-18","上海10月17日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院6例"
"1015","2020-10-17","上海10月16日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院1例"
"1016","2020-10-17","【提示】坚持常态防护！牢记做到这“六好”→"
"1017","2020-10-16","上海10月15日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院3例"
"1018","2020-10-15","上海10月14日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例"
"1019","2020-10-14","权威发布！国内疫情中风险地区来沪返沪人员可凭检测卡至指定医疗机构免费核酸检测（附名单）"
"1020","2020-10-14","上海10月13日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"1021","2020-10-13","上海10月12日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例"
"1022","2020-10-13","【快讯】本市加强对国内疫情中风险地区来沪返沪人员健康管理"
"1023","2020-10-12","本市开展2020年“全国高血压日” 暨第二十六届上海市心脑血管病防治宣传周主题活动"
"1024","2020-10-12","【快讯】再断4周！民航局对俄航SU208航班再次实施熔断措施"
"1025","2020-10-12","上海10月11日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院1例"
"1026","2020-10-11","权威发布！第三届进博会防疫工作怎么做？境外人员怎么参展参会？这个方案划重点"
"1027","2020-10-11","上海10月10日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院4例"
"1028","2020-10-10","上海10月9日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例"
"1029","2020-10-09","上海10月8日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院5例"
"1030","2020-10-08","上海10月7日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院6例"
"1031","2020-10-07","上海10月6日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例"
"1032","2020-10-06","上海10月5日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院1例"
"1033","2020-10-05","上海10月4日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院2例"
"1034","2020-10-04","上海10月3日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例"
"1035","2020-10-03","上海10月2日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例"
"1036","2020-10-02","上海10月1日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例"
"1037","2020-10-01","上海9月30日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院5例"
"1038","2020-09-30","上海9月29日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例"
"1039","2020-09-29","上海举行抗击新冠肺炎疫情先进事迹报告会"
"1040","2020-09-29","权威发布！上海市抗击新冠肺炎疫情表彰名单正式公布"
"1041","2020-09-29","上海9月28日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"1042","2020-09-28","上海9月27日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院2例"
"1043","2020-09-27","上海9月26日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例"
"1044","2020-09-26","上海9月25日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院4例"
"1045","2020-09-25","上海9月24日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例"
"1046","2020-09-24","这9位专家今天走进市委，与市领导共商秋冬季传染病防控工作！"
"1047","2020-09-24","上海9月23日无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例"
"1048","2020-09-23","上海9月22日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例"
"1049","2020-09-22","上海9月21日无新增本地新冠肺炎确诊病例 新增境外输入1例   治愈出院4例"
"1050","2020-09-21","上海9月20日无新增本地新冠肺炎确诊病例 新增境外输入2例   治愈出院3例"
"1051","2020-09-20","上海9月19日无新增本地新冠肺炎确诊病例 新增境外输入4例   治愈出院6例"
"1052","2020-09-19","上海9月18日无新增本地新冠肺炎确诊病例 新增境外输入2例   治愈出院1例"
"1053","2020-09-18","上海9月17日无新增本地新冠肺炎确诊病例 新增境外输入12例"
"1054","2020-09-17","上海卫生健康系统4人入选2月至7月“中国好人榜”"
"1055","2020-09-17","上海9月16日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"1056","2020-09-16","上海9月15日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例"
"1057","2020-09-15","今日起，出生“一件事”在“一网通办”上线，一文看懂！"
"1058","2020-09-15","上海9月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例"
"1059","2020-09-14","这份“换季健康提示”请收好，牢记这“五要”！"
"1060","2020-09-14","上海9月13日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例"
"1061","2020-09-13","上海9月12日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例"
"1062","2020-09-12","上海9月11日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例"
"1063","2020-09-11","上海9月10日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院6例"
"1064","2020-09-10","9月12日零时起，我市将对目的地为苏浙皖的入境人员实行“3+11”隔离转运措施"
"1065","2020-09-10","上海9月9日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院2例"
"1066","2020-09-09","毫不放松抓好常态化疫情防控，全面做好“六稳”“六保”工作！今天这个会议传达学习贯彻习近平总书记重要讲话精神"
"1067","2020-09-09","申城公筷公勺使用有了地方标准！本月起实施"
"1068","2020-09-09","上海9月8日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例"
"1069","2020-09-08","上海9月7日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例"
"1070","2020-09-07","上海9月6日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例"
"1071","2020-09-06","上海9月5日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例"
"1072","2020-09-05","上海9月4日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院6例"
"1073","2020-09-04","上海9月3日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院5例"
"1074","2020-09-03","“随申码”累计使用超12.6亿次！可以应用在这些场景"
"1075","2020-09-03","上海9月2日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院7例"
"1076","2020-09-02","上海9月1日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例"
"1077","2020-09-01","9月防病提示"
"1078","2020-09-01","上海8月31日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院5例"
"1079","2020-08-31","上海8月30日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例"
"1080","2020-08-30","上海8月29日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例"
"1081","2020-08-29","上海8月28日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院7例"
"1082","2020-08-28","上海8月27日新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院12例"
"1083","2020-08-27","上海8月26日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例"
"1084","2020-08-26","上海8月25日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院6例"
"1085","2020-08-25","上海8月24日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例"
"1086","2020-08-24","上海8月23日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院10例"
"1087","2020-08-23","上海8月22日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例"
"1088","2020-08-22","中央广播电视总台版权交易中心在上海启动建设"
"1089","2020-08-22","上海8月21日无新增本地新冠肺炎确诊病例 新增境外输入13例  治愈出院6例"
"1090","2020-08-21","上海8月20日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院8例"
"1091","2020-08-20","中宣部、国家卫生健康委发布2020年“最美医生”，上海是他！"
"1092","2020-08-20","第十二届中国医师奖揭晓，申城5位医生榜上有名！"
"1093","2020-08-20","上海8月19日0-24时，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院15例"
"1094","2020-08-19","弘扬抗疫精神，护佑人民健康"
"1095","2020-08-19","上海8月18日0-24时，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院2例"
"1096","2020-08-18","上海8月17日0-24时，无新增本地新冠肺炎确诊病例 新增境外输入14例  治愈出院3例"
"1097","2020-08-17","科学研判秋冬季阶段性特点，始终绷紧这根弦！今天疫情防控工作领导小组会议部署重点工作"
"1098","2020-08-17","上海8月16日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例"
"1099","2020-08-16","弘扬抗疫精神，护佑人民健康！李强龚正等市领导向全市25万名“白衣战士”致敬慰问"
"1100","2020-08-16","上海8月15日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院5例"
"1101","2020-08-15","上海8月14日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院1例"
"1102","2020-08-15","沪加强重点场所检测，47911件样品新冠病毒核酸检测均为阴性"
"1103","2020-08-14","上海8月13日无新增本地新冠肺炎确诊病例 新增境外输入16例  治愈出院2例"
"1104","2020-08-13","上海有2例确诊病例今日出院，共计739例治愈出院"
"1105","2020-08-13","上海8月12日无新增本地新冠肺炎确诊病例 新增境外输入2例"
